ra,dec,j_m,h_m,k_m
217.957403,30.371384,1.501,0.762,0.756
95.681559,-2.19539,2.017,1.239,0.759
358.122081,19.120249,1.765,0.905,0.76
85.48324,38.933582,2.153,1.187,0.76
283.620685,10.632434,1.977,1.04,0.761
212.072264,49.458179,1.84,0.922,0.761
266.433362,-64.723907,1.573,0.911,0.762
176.80746,43.471085,2.067,0.943,0.763
291.919531,-17.266434,2.259,1.178,0.763
293.579146,-16.374174,2.453,1.315,0.765
42.8786,35.059696,1.642,0.8,0.767
304.477048,34.090305,1.932,0.994,0.767
355.843143,10.331556,1.841,1.007,0.767
96.367444,14.722025,2.192,1.006,0.77
228.017813,18.976048,1.865,0.86,0.771
287.054951,39.154831,1.869,0.901,0.773
254.896078,-53.160427,1.657,0.929,0.773
122.839572,-39.61858,1.724,0.983,0.776
269.449146,-41.716331,1.79,0.953,0.779
144.272162,81.326378,1.698,0.89,0.779
220.914392,-35.173473,1.67,0.974,0.78
260.814649,71.869926,1.911,0.969,0.781
356.013767,61.789494,2.35,1.292,0.781
115.884948,-28.410913,1.772,0.999,0.784
178.187858,-7.596733,2.055,1.127,0.786
94.007571,-27.509659,2.033,1.087,0.787
155.090032,-60.454319,2.115,1.215,0.788
349.849053,62.739697,2.158,1.193,0.788
238.657673,43.138523,1.848,0.933,0.789
311.606427,40.116508,4.877,2.389,0.791
305.25279,-14.781419,1.452,0.914,0.796
275.126256,31.755922,2.085,1.115,0.796
345.386363,32.612972,2.069,1.157,0.797
235.486683,-19.678843,1.874,1.016,0.798
194.731108,17.409485,1.632,0.892,0.799
302.624309,-1.627966,2.136,1.147,0.801
263.814961,-36.143608,2.266,1.267,0.801
274.023228,2.377598,1.954,1.064,0.803
233.988929,-49.50798,2.21,1.196,0.804
319.815322,58.623512,1.981,0.977,0.805
93.079635,22.908482,1.887,0.886,0.806
173.805383,-47.37262,1.919,1.069,0.807
165.456938,-2.484545,1.781,1.008,0.808
82.433249,-1.092241,1.749,0.954,0.81
257.183669,-46.423283,2.272,1.245,0.81
71.310096,32.919086,2.226,1.168,0.812
103.611223,-42.365582,2.175,1.193,0.813
216.881235,75.695869,1.711,0.906,0.814
70.036999,66.146896,2.555,1.312,0.814
242.031556,-26.326685,1.876,1.037,0.815
217.383728,-43.780212,2.045,1.163,0.815
123.15586,-35.146538,2.231,1.228,0.817
274.513326,-27.042629,1.753,0.994,0.817
105.214527,-51.402565,1.933,1.059,0.82
83.819418,8.700797,2.036,1.134,0.82
92.72128,26.014812,2.423,1.241,0.821
90.634671,74.507469,2.22,1.333,0.825
305.557108,40.256702,1.369,0.852,0.827
276.720122,3.913682,2.103,NULL,0.827
159.307193,-27.412697,1.811,1.035,0.829
186.309972,0.769709,3.223,1.811,0.831
323.531105,39.071087,3.365,1.811,0.831
125.768214,-38.808735,2.145,1.215,0.834
310.012264,-18.138557,1.839,0.996,0.834
183.273936,-50.206581,2.121,1.22,0.836
27.621919,53.742805,2.055,1.132,0.837
245.589325,33.799004,1.79,0.92,0.838
299.400313,-1.886489,2.456,1.489,0.84
55.373215,51.503204,2.707,1.463,0.84
264.32974,-42.997841,1.074,0.865,0.841
158.89708,-57.557583,1.762,1.024,0.842
257.91117,-48.873367,1.993,1.029,0.844
279.896477,-43.185905,1.977,1.133,0.844
278.801771,-8.243977,1.699,1.002,0.847
99.380569,-1.395278,2.333,1.426,0.848
92.490523,31.407475,2.177,1.212,0.849
213.530681,-53.931946,2.67,1.476,0.851
189.22147,27.065403,2.193,1.174,0.851
152.544039,-71.06987,2.166,1.258,0.854
275.806688,-61.493855,1.78,1.061,0.856
271.995792,42.223816,2.124,1.17,0.857
176.396104,35.894283,1.906,1.04,0.858
29.896431,54.822216,2.178,1.23,0.859
84.411109,-1.771288,2.322,1.379,0.861
294.205739,50.199917,2.251,1.379,0.861
354.855209,32.330544,2.2,1.218,0.861
275.386102,49.121548,1.928,1.032,0.861
169.835307,-14.778544,1.607,1.005,0.862
19.021004,25.7694,2.38,1.098,0.865
264.042182,-33.49464,2.325,1.333,0.865
241.254655,-39.216682,2.095,1.181,0.866
205.306656,-71.868233,2.143,1.218,0.868
293.850751,69.805481,2.009,1.104,0.872
72.880305,28.526937,2.559,1.252,0.873
115.128258,87.020096,1.929,1.005,0.873
279.987982,9.972727,2.032,1.213,0.873
144.963964,-1.142813,1.68,0.953,0.874
50.084926,29.048479,1.673,0.821,0.877
89.200074,-59.422485,2.178,1.248,0.877
320.07884,49.352352,2.104,1.164,0.88
24.428512,-57.236649,0.815,0.865,0.88
288.138706,67.66153,1.375,0.837,0.883
107.01433,-11.923287,2.38,1.342,0.886
240.173836,-47.01403,2.269,1.238,0.888
31.523845,-10.21255,2.165,1.196,0.888
325.082597,-1.786069,2.155,1.24,0.888
67.074976,10.162404,2.423,1.409,0.889
345.362613,61.563862,2.327,1.286,0.89
228.740394,-2.414708,2.126,1.216,0.891
50.024986,32.021664,2.355,1.262,0.894
143.912297,-39.903442,2.157,1.223,0.894
162.887709,-34.537674,2.113,1.216,0.895
251.343757,15.745232,1.956,1.069,0.896
32.656666,19.500307,1.983,0.94,0.898
159.687418,-59.182903,1.883,1.111,0.9
250.457273,-27.105433,2.159,1.224,0.901
342.890599,85.046371,2.106,1.245,0.902
258.115893,10.585173,2.01,1.13,0.903
90.538942,-60.096806,1.989,1.192,0.904
293.1188,-30.869473,2.096,1.215,0.908
86.684557,69.973396,3.013,1.75,0.908
82.220372,32.477539,2.196,1.122,0.911
118.029943,3.277364,2.027,1.173,0.911
326.119945,73.634666,3.444,1.867,0.913
340.525111,-5.101947,2.058,1.132,0.915
0.027376,25.886454,2.225,1.317,0.915
330.819861,-31.445187,2.076,1.212,0.915
52.580888,71.863838,2.096,1.232,0.917
110.596205,-20.506662,2.113,1.231,0.919
108.914252,7.977746,2.003,1.158,0.92
137.011992,-25.858503,1.889,1.056,0.921
116.66371,37.517361,1.768,0.979,0.922
122.748923,65.222801,2.198,1.224,0.922
17.147487,-10.182247,1.639,1.014,0.922
305.400898,40.447128,2.172,1.216,0.923
251.662972,-11.648078,2.597,1.527,0.923
57.198036,-7.015007,2.114,1.196,0.924
109.15347,-23.315615,1.852,1.132,0.925
94.998328,-2.944476,1.887,1.096,0.926
117.323595,-24.859713,1.553,1.074,0.928
239.4986,-43.963776,2.255,1.274,0.929
279.337471,-2.654095,2.557,1.405,0.93
207.965237,-3.676165,2.15,1.272,0.93
122.817908,19.148497,2.216,1.287,0.936
314.096958,-54.324192,2.278,1.38,0.941
296.159133,34.414146,1.986,1.078,0.942
273.732184,15.552235,2.143,1.149,0.943
344.412575,-29.622055,1.037,0.937,0.945
195.56768,-71.548737,1.649,1.079,0.946
295.806872,-56.260201,2.11,1.253,0.946
92.964245,21.868214,2.068,1.044,0.947
82.061388,-20.759399,1.403,1.001,0.947
350.688996,-10.81681,2.242,1.331,0.951
106.735341,-7.557276,2.707,1.508,0.952
91.92353,-19.16593,2.01,1.176,0.956
97.249526,16.598394,2.401,1.314,0.957
90.415927,10.911014,2.278,1.318,0.958
158.049143,14.137304,1.96,1.002,0.959
173.491389,-73.222046,4.24,2.347,0.959
234.513346,-42.567276,1.896,1.15,0.961
123.681416,24.734844,2.174,1.247,0.964
121.57676,22.635513,2.018,1.064,0.965
127.450214,-30.555777,2.251,1.337,0.969
347.875373,52.886806,2.246,1.313,0.969
112.181407,47.920731,2.125,1.21,0.969
325.564393,5.680087,1.982,1.18,0.97
85.175266,31.920589,2.122,1.128,0.971
282.282916,47.515797,2.191,1.233,0.974
284.432496,-21.106627,1.603,1.04,0.976
32.168515,51.800186,2.357,1.351,0.977
63.850538,24.078484,2.278,1.078,0.978
98.904569,45.623005,2.296,1.308,0.978
85.807649,-46.453823,2.911,1.694,0.978
160.546966,31.696995,2.013,1.112,0.979
295.281479,-3.919464,2.252,1.315,0.981
165.760925,-67.126976,2.321,1.316,0.983
98.639195,60.941055,2.864,1.685,0.985
347.36162,-21.172476,1.698,1.071,0.986
294.855554,16.571201,2.138,1.312,0.986
333.067468,14.553376,2.387,1.332,0.986
156.787974,-31.06776,1.782,1.101,0.988
176.512657,47.779381,1.679,1.025,0.988
279.087037,-32.327274,2.301,1.339,0.988
168.374872,-60.091347,2.495,1.534,0.989
250.161146,-32.380032,2.841,1.588,0.991
210.093284,37.87114,2.225,1.223,0.992
112.040824,8.925522,1.859,1.154,0.993
16.18199,74.834557,2.343,1.391,0.995
189.593319,1.854651,2.061,1.236,0.997
122.972305,-35.773018,2.192,1.291,0.998
269.063212,37.250542,1.729,1.056,0.999
107.782785,-29.121435,2.32,1.373,1.001
47.762676,14.800023,2.348,1.45,1.001
345.93253,37.853767,2.3,1.398,1.002
263.428265,14.841604,2.151,1.269,1.002
171.387861,-37.747608,1.984,1.174,1.004
286.924312,-48.57478,2.311,1.33,1.004
89.280782,22.83894,2.148,1.292,1.006
233.81216,39.010052,2.004,1.143,1.006
351.51162,-20.642008,1.852,1.15,1.007
260.192525,-40.388733,3.142,1.699,1.007
168.915719,-12.592598,2.166,1.286,1.008
300.167265,-49.608696,2.098,1.246,1.009
233.507181,-40.066448,2.096,1.255,1.01
310.358015,45.280315,1.139,0.902,1.01
215.717715,-55.962315,2.339,1.39,1.011
171.152443,-10.8593,1.928,1.191,1.011
333.992372,37.748707,1.812,1.112,1.012
301.846519,-52.880711,1.978,1.218,1.012
293.324363,23.655415,2.661,1.455,1.012
308.505967,42.424076,3.942,1.869,1.013
15.221569,56.612511,2.379,1.408,1.013
105.484935,-5.722125,2.057,1.212,1.013
27.865093,-10.335037,1.739,1.155,1.016
48.810193,46.581013,2.415,1.361,1.017
44.269077,4.501023,2.177,1.29,1.017
339.644235,-14.037319,2.306,1.381,1.017
340.750532,30.221256,1.591,1.079,1.018
142.597572,-58.361828,2.119,1.248,1.019
13.252124,-1.14432,1.94,1.176,1.019
125.605377,14.992217,2.218,1.077,1.021
85.537672,32.03997,2.563,1.519,1.021
151.976151,9.997513,1.897,1.22,1.022
289.789999,-15.908361,2.457,1.426,1.023
199.73035,-23.17149,1.519,1.065,1.024
259.953344,-38.645817,3.017,1.697,1.024
286.272713,1.608547,2.395,1.37,1.024
4.856985,-8.824018,1.694,1.097,1.025
36.405931,50.278645,1.941,1.159,1.025
286.046547,-38.368523,3.06,1.738,1.025
241.715353,-52.076256,2.751,1.616,1.026
100.656499,-14.45524,2.382,1.414,1.026
316.65037,47.648399,1.857,1.128,1.027
102.155887,76.989929,2.192,1.372,1.027
303.973256,7.670324,2.267,1.378,1.028
310.352776,-42.133778,2.153,1.242,1.029
64.238664,31.364912,2.465,1.36,1.03
340.592063,-29.361015,2.082,1.262,1.032
217.438682,38.861237,2.168,1.262,1.035
41.666777,63.005512,2.465,1.286,1.035
91.593491,29.512386,2.111,1.216,1.036
231.447547,15.427997,2.05,1.152,1.036
26.243385,-80.18557,2.28,1.397,1.038
354.836826,77.632324,1.661,1.19,1.038
284.849243,-19.279303,2.202,1.27,1.039
77.536874,-64.317894,2.391,1.592,1.04
343.648463,16.94191,2.306,1.239,1.041
184.952945,48.984138,2.08,1.277,1.042
202.366125,-79.117729,2.358,1.46,1.042
252.974653,14.941879,2.29,1.255,1.044
268.382226,56.872688,1.675,1.051,1.045
300.368944,64.820946,2.047,1.183,1.045
146.311723,-62.507904,1.684,1.188,1.048
260.078644,18.057123,1.975,1.149,1.049
39.259759,34.264275,2.231,1.358,1.05
267.196755,45.699814,2.286,1.395,1.05
275.327614,-2.898733,1.49,1.037,1.05
265.605044,-43.750309,2.481,1.511,1.05
152.897787,-58.82777,2.185,1.298,1.05
35.485989,0.395747,2.078,1.241,1.05
332.068625,72.768494,2.355,1.432,1.051
350.135899,8.918811,2.335,1.449,1.052
213.223954,-10.273742,1.873,1.17,1.054
311.091913,56.488403,2.145,1.242,1.054
52.643625,47.995174,1.916,1.243,1.054
294.740673,28.512985,2.229,1.273,1.055
184.74897,-55.143044,1.975,1.24,1.056
274.108479,-16.665657,3.003,1.731,1.06
200.77289,47.00198,2.246,1.231,1.06
147.530905,-44.652092,2.333,1.438,1.062
213.016625,69.432602,2.139,1.307,1.062
80.850093,-39.678467,2.12,1.313,1.064
278.472906,-24.032246,2.132,1.28,1.065
284.992123,22.81448,2.212,1.305,1.065
55.82551,12.794007,2.439,1.366,1.066
13.811131,24.557043,2.145,1.128,1.067
136.78359,-43.20076,2.357,1.422,1.068
76.569756,44.861324,2.534,1.436,1.069
192.445944,-15.078953,2.24,1.321,1.069
103.408508,61.015533,2.265,1.337,1.07
115.285546,20.428993,2.226,1.243,1.071
99.064305,-55.862911,2.439,1.511,1.071
109.557885,48.519077,2.42,1.439,1.072
312.407021,50.127026,2.166,1.31,1.072
221.895001,-49.320251,2.368,1.445,1.074
331.318746,46.744789,2.174,1.387,1.078
235.359267,38.557396,2.274,1.394,1.079
36.291815,33.866722,2.261,1.177,1.081
148.717546,-19.009329,2.025,1.259,1.083
325.046304,43.273891,2.138,1.226,1.083
193.831067,-42.915745,2.103,1.307,1.083
264.250484,57.740337,2.41,1.465,1.083
313.249162,23.371096,2.724,1.655,1.083
46.199151,53.506516,1.62,1.003,1.085
296.882516,-41.178993,2.376,1.413,1.085
49.895469,-24.122887,2.134,1.298,1.086
307.576957,-4.754616,2.423,1.44,1.087
93.713868,-6.274732,1.841,1.193,1.087
37.564816,-57.809464,2.248,1.384,1.087
120.210442,-12.841459,2.398,1.586,1.087
73.344892,2.508284,2.092,1.287,1.088
315.600797,44.790943,2.268,1.41,1.088
79.517108,13.417763,2.363,1.269,1.088
145.932932,14.021699,2.041,1.105,1.09
112.285057,-63.24575,2.511,1.525,1.09
40.377448,34.51606,2.306,1.334,1.091
242.051538,-23.793392,2.348,1.47,1.091
26.524907,-50.816219,2.042,1.296,1.091
19.924948,72.611328,3.625,1.965,1.091
261.628654,4.140358,1.958,1.231,1.093
229.84089,-9.146573,2.245,1.392,1.094
249.922451,-20.877451,2.598,1.546,1.094
326.567806,-9.27593,2.252,1.356,1.097
328.61054,80.308502,2.249,1.465,1.098
74.289871,59.120323,2.308,1.314,1.1
313.702538,-58.454155,1.768,1.191,1.1
134.167277,19.849154,3.095,1.842,1.101
353.481205,20.840944,2.2,1.313,1.102
99.424157,-77.53849,2.4,1.468,1.104
157.75863,-73.221497,2.038,1.281,1.104
286.299799,27.12376,2.451,1.456,1.104
268.608893,-23.236048,2.624,1.621,1.105
214.368478,15.263292,2.117,1.303,1.105
12.17062,7.584971,2.031,1.198,1.105
230.536634,-32.189621,2.261,1.38,1.107
250.318171,-19.964951,2.602,1.553,1.107
222.572257,-27.960384,1.942,1.201,1.108
329.72301,62.69804,2.256,1.409,1.108
64.433049,62.346584,2.359,1.335,1.11
292.80525,43.637032,2.438,1.425,1.111
119.212253,-59.125702,2.331,1.441,1.111
169.329157,-67.823456,2.219,1.325,1.113
12.858384,62.920757,2.471,1.484,1.114
206.795231,-62.589657,2.122,1.464,1.114
161.160222,68.775673,2.372,1.557,1.114
279.330259,10.428395,4.121,2.283,1.114
258.567572,-74.148521,2.417,1.461,1.114
1.719752,43.083939,3.041,1.829,1.115
69.172685,41.264835,1.8,1.242,1.116
131.539813,-10.8299,2.267,1.395,1.117
265.515143,-50.510632,2.283,1.345,1.117
159.920897,-43.549114,2.301,1.44,1.118
247.270386,-57.530525,2.361,1.442,1.118
21.128787,23.945107,2.39,1.33,1.118
290.10288,-10.560368,2.305,1.428,1.12
335.984974,31.261721,2.341,1.427,1.121
338.49308,24.564995,2.549,1.513,1.121
281.696938,-29.631563,2.302,1.408,1.121
141.282792,-43.976635,2.183,1.404,1.123
35.715547,58.586456,2.949,1.845,1.123
321.855349,59.750076,2.222,1.243,1.124
285.760043,-39.715412,4.046,2.247,1.126
331.817585,11.887733,2.55,1.666,1.126
171.971435,15.14671,2.305,1.299,1.127
203.966931,8.292791,2.284,1.369,1.127
275.068277,-77.671837,2.445,1.475,1.128
231.448187,-36.231743,3.024,1.816,1.13
143.876168,-14.691276,2.777,1.796,1.13
333.508906,58.013947,2.51,1.543,1.131
198.190806,-1.758373,2.29,1.411,1.131
165.909061,-3.204342,2.42,1.486,1.133
287.509854,66.102814,2.383,1.356,1.133
0.839456,55.681065,2.77,1.81,1.135
231.973176,-57.72633,2.56,1.531,1.135
70.12541,-38.23521,2.892,1.834,1.136
284.807731,-29.838987,3.489,2.046,1.139
132.633048,-27.709911,1.912,1.268,1.14
170.761685,-76.718147,2.543,1.567,1.141
335.250234,26.935169,2.223,1.349,1.142
173.225556,-31.087187,2.062,1.326,1.142
177.463589,-27.582561,2.397,1.542,1.142
204.920136,-39.747601,2.261,1.384,1.143
106.699896,-58.381001,2.41,1.523,1.143
137.469399,25.24828,2.57,1.657,1.143
170.970896,-19.908386,2.292,1.474,1.144
107.05273,24.099186,2.437,1.512,1.144
116.876436,33.415672,2.055,1.216,1.144
307.359843,9.897858,2.357,1.443,1.144
265.862998,-43.767666,2.494,1.564,1.146
72.274186,61.507465,2.387,1.438,1.146
244.580364,-4.692443,1.619,1.176,1.146
114.869175,17.674526,2.019,1.201,1.147
43.107603,54.011093,2.455,1.495,1.149
51.622962,47.53017,4.669,2.596,1.15
51.203303,9.02882,1.749,1.278,1.152
237.816284,20.977922,2.081,1.359,1.152
256.940786,-16.092777,2.52,1.614,1.152
9.189338,48.952202,2.42,1.429,1.155
316.886978,-0.163813,2.268,1.4,1.156
287.714822,-15.077825,2.381,1.466,1.157
258.814329,-30.537348,2.499,1.48,1.158
318.234166,30.226971,1.625,0.991,1.16
81.120225,-6.14717,2.55,1.658,1.161
246.966742,-35.120647,2.558,1.508,1.163
120.305524,-1.392571,2.087,1.361,1.164
200.97474,37.033894,2.201,1.324,1.165
311.754445,58.416714,2.479,1.519,1.165
351.036992,41.612885,2.401,1.481,1.167
181.546072,-73.556664,2.389,1.41,1.169
261.73295,-31.091618,2.747,1.673,1.17
101.815858,-20.325068,2.415,1.49,1.17
16.521194,-46.718407,1.653,1.231,1.174
153.646841,56.350994,2.519,1.56,1.174
333.093437,63.290962,2.281,1.437,1.174
64.480699,-18.507111,2.409,1.583,1.175
345.221191,46.510563,2.47,1.508,1.175
208.334143,52.323048,2.369,1.49,1.176
314.296799,16.251425,2.388,1.532,1.177
187.491247,-41.735867,2.276,1.458,1.179
342.500724,24.601583,1.7,1.243,1.181
278.180524,-14.865682,2.186,1.417,1.181
315.6468,-9.995688,2.372,1.491,1.183
288.476803,2.625278,2.471,1.44,1.183
77.692434,68.670433,2.423,1.497,1.183
84.146771,54.428669,2.225,1.429,1.184
146.727518,-69.503311,2.417,1.571,1.185
177.060592,-66.814835,2.116,1.376,1.186
39.000261,-7.831545,2.221,1.408,1.188
126.434307,-66.136871,1.864,1.31,1.188
147.785604,-29.89588,2.539,1.558,1.189
196.535045,-77.10759,2.783,1.621,1.189
19.049652,71.743805,2.302,1.473,1.19
309.181817,-2.550006,2.128,1.361,1.19
4.975087,44.709373,3.187,1.891,1.193
260.595485,-41.744804,2.58,1.543,1.198
249.635614,48.862228,2.361,1.576,1.199
32.953777,-71.483986,2.553,1.596,1.203
82.542515,63.067165,2.215,1.431,1.203
258.61524,-39.766644,2.266,1.524,1.204
199.354385,-61.583916,2.577,1.555,1.204
216.729959,-83.667831,2.027,1.342,1.205
29.942527,-20.824537,2.186,1.389,1.205
47.855523,57.903099,2.869,1.706,1.208
199.86568,45.527103,2.474,1.599,1.208
172.737644,-69.578773,2.918,1.782,1.209
132.694355,78.165138,2.419,1.431,1.21
110.2681,-25.891655,2.26,1.456,1.211
232.732366,40.833019,2.066,1.298,1.212
266.926536,-3.643995,2.588,1.56,1.212
322.889703,-5.571159,1.548,1.265,1.212
275.536225,23.285173,2.204,1.375,1.215
338.152938,55.434689,2.699,1.596,1.216
57.684786,-38.98185,2.326,1.47,1.217
142.255909,-52.181725,2.536,1.735,1.217
154.3666,-50.09716,3.223,1.919,1.22
285.079475,40.683983,2.258,1.39,1.221
119.703271,-32.576729,2.461,1.601,1.221
7.237573,48.41367,2.496,1.524,1.221
109.273982,-34.827686,3.045,1.909,1.221
257.42593,-40.381294,2.963,1.654,1.221
349.464125,40.858711,2.533,1.605,1.222
146.462847,23.774261,1.511,1.107,1.223
228.875653,33.314938,1.659,0.985,1.223
265.755433,29.652868,2.275,1.466,1.223
225.486508,40.390537,1.795,1.268,1.223
269.756674,-9.773604,1.732,1.289,1.225
104.529679,-9.027289,2.31,1.459,1.227
243.320737,-53.671234,2.304,1.475,1.227
69.141395,-27.578646,2.548,1.606,1.228
160.538428,-53.720375,2.546,1.587,1.228
113.649932,31.888462,1.33,1.292,1.229
57.66172,63.707092,2.591,1.571,1.232
161.421086,-47.459835,2.398,1.521,1.233
356.131636,56.581314,2.683,1.802,1.233
305.611051,16.916664,2.401,1.529,1.233
140.462466,-42.194771,2.281,1.515,1.234
312.370717,-46.226883,2.152,1.376,1.234
63.500441,-42.294357,1.93,1.36,1.234
232.853933,77.349335,2.166,1.391,1.237
199.57388,-61.328156,2.459,1.512,1.237
136.038667,-47.097797,1.853,1.405,1.237
116.531054,18.510004,2.065,1.277,1.238
316.465604,-0.211655,4.046,2.355,1.239
355.587386,64.515388,2.487,1.556,1.24
47.374015,44.857529,1.908,1.435,1.242
14.266889,48.703152,2.582,1.603,1.245
193.278797,-48.943336,2.025,1.386,1.246
172.578697,-3.003574,2.16,1.39,1.247
349.928997,48.669205,2.505,1.565,1.247
258.60225,36.36792,2.397,1.4,1.249
45.394674,21.803387,2.796,1.727,1.25
343.008509,43.312424,2.239,1.366,1.252
45.04512,44.137737,2.587,1.58,1.253
271.843602,6.542836,2.476,1.518,1.253
154.388874,-47.947193,2.549,1.596,1.255
265.646611,-4.84971,2.45,1.526,1.255
312.074051,28.24881,2.556,1.595,1.255
115.572735,-10.879859,2.805,1.705,1.257
112.127076,40.970459,2.47,1.54,1.259
133.93247,-19.224396,2.69,1.643,1.259
337.617834,13.105035,2.718,1.733,1.26
296.571414,1.691453,2.665,1.653,1.26
228.071277,-52.099232,1.805,1.344,1.261
159.7483,-58.816837,2.397,NULL,1.261
154.903164,-55.029301,2.094,1.462,1.261
256.14032,-68.278717,2.42,1.533,1.262
9.193527,44.488594,2.257,1.375,1.263
249.422945,-46.677986,3.445,2.039,1.263
200.488805,-78.178665,2.598,1.585,1.264
319.635051,61.18438,2.442,1.519,1.265
67.533081,45.950584,2.615,1.57,1.267
93.083828,32.693401,2.321,1.499,1.268
248.151189,11.488025,2.191,1.414,1.268
315.11537,19.329535,2.392,1.538,1.269
255.265012,-4.222708,2.114,1.434,1.27
307.82834,49.220299,2.347,1.549,1.27
39.346105,-26.97843,3.2,2.076,1.271
49.193718,64.75174,2.833,1.787,1.271
68.385344,48.71278,2.787,1.702,1.271
293.988348,-53.008083,2.359,1.503,1.271
268.003065,-28.022367,2.832,1.772,1.272
331.528708,-39.54335,2.099,1.436,1.272
306.942223,-5.654204,2.418,1.517,1.273
40.250899,31.199591,2.554,1.595,1.273
263.858458,-33.648033,2.68,1.684,1.273
155.597955,25.499645,2.49,1.492,1.273
257.654479,27.591747,2.612,1.637,1.273
88.590562,39.509617,2.585,1.598,1.273
131.693912,6.418777,1.857,1.399,1.274
207.946273,39.669441,2.414,1.467,1.275
139.095979,-44.265671,2.213,1.49,1.275
279.106985,-35.447098,2.461,1.585,1.275
342.420082,66.200371,1.869,1.45,1.276
338.09539,53.22271,2.677,1.767,1.276
279.267023,-7.603339,2.938,1.754,1.277
326.269187,12.698635,2.684,1.766,1.277
250.322,31.602591,1.495,1.187,1.278
210.955765,-60.372963,1.167,1.209,1.278
259.654168,10.86455,2.237,1.464,1.278
56.049814,-64.806908,1.937,1.374,1.279
174.959773,-16.620222,2.388,1.522,1.279
283.288096,-21.475445,2.857,1.896,1.279
265.049789,-2.152332,2.291,1.502,1.281
181.238297,-60.96833,2.392,1.541,1.281
79.879876,-25.124098,2.504,1.619,1.282
71.007042,25.337244,2.924,1.759,1.283
125.54642,-25.631847,2.548,1.62,1.284
242.556095,-44.591415,2.798,1.735,1.284
78.991141,49.546478,2.665,1.613,1.284
356.718438,28.419664,2.476,1.522,1.284
110.487054,20.443684,2.308,1.494,1.285
241.502931,-21.733189,2.666,1.705,1.286
22.377304,-46.756405,2.459,1.53,1.286
202.761094,-39.407284,1.968,1.442,1.287
262.684639,26.110657,2.158,1.443,1.287
134.794725,18.13492,2.384,1.487,1.288
314.497595,46.466785,2.765,1.744,1.288
243.859556,-63.685738,1.939,1.439,1.288
21.00594,-8.183227,1.896,1.401,1.289
93.336116,18.545771,2.512,1.595,1.29
118.054321,-40.575787,1.91,1.441,1.291
333.469724,39.714882,2.262,1.506,1.291
299.236807,-27.169895,2.102,1.438,1.292
167.410469,43.207729,2.341,1.53,1.293
319.576834,55.260551,2.961,1.778,1.293
